key,parse_file,question,section,answer,evidence
2022.06.set1,2022.06英语六级考试解析第1套.pdf,16,C,D,16. What does the speaker say .about most American 院的时候，身边有人陪同十分重要，这位随同人员 hospitals? 应该随时记录下每个问题和答案，以及每位医生一 A）【精析】细节推断题。讲话者在讲座开头提供了一 和护士的名字，以此来让医生和护士们有所顾忌， 些应对当今美国医疗机构的策略。在句（16)中， 从而有更好的表现。因此答案为D)。
2022.06.set1,2022.06英语六级考试解析第1套.pdf,18,C,A,"18. What do American doctors expect their patients 讲话者提到，患者希望得到尊重和体谅。但根据 她的经验，很少有医院或医生愿意这样做。也就 to be, according to Karen Brudney? 是说,在美国，大多数医院和医生都对患者不够尊 C) 【精析】细节辨认题。讲话者借助凯伦·布鲁特妮 重和体谅。因此答案为A)。 的话，表明了美国医护人员对待患者的态度。根"
2022.06.set1,2022.06英语六级考试解析第1套.pdf,17,C,C,"17. What does Karen Brudney suggest patients do? 据句(18)可知，他们希望患者是完全被动的。因 D）【精析】细节辨认题。讲座中，讲话者提到了凯 此答案为 C)。 伦·布鲁特妮对她说的话，根据句(17)可知，在医 Questions 19'to 21 are based on the recording you have just heard. There are probably teams you've worked with but you never want to work with again. But there must have also been other teams that you would prize reuniting with professionally. In other words, your team had vitality. (i9)Vitality comes about when the ties people form with their fellow team members are"
2022.06.set1,2022.06英语六级考试解析第1套.pdf,19,C,B,19. What does the speaker say about a team with 会对这些人有更多的信任和相互理解，这会促使 vitality? 他们寻求进一步的合作机会。简而言之，团队成 【精析】细节推断题。根据句（19)可知，当人们与 员之间的相似性有助于在未来形成合作关系。因 其他团队成员形成的联系使得他们即使在团队解 此答案为B)。 散后也能保持联系时，活力便会产生。也就是说，
2022.06.set1,2022.06英语六级考试解析第1套.pdf,21,C,C,21. What do we learn about the team the speaker is 有活力的团队，其成员在团队解散后也会保持联 currently working in? A）【精析】细节推断题。根据句（21)可知，讲话者所 系。因此答案为C)。 在团队中的四个成员从人口统计角度上来说各不
2022.06.set1,2022.06英语六级考试解析第1套.pdf,20,C,A,"20. What do the researchers find out about members of a team? 相同，但这个团队却是他所经历过的最成功、最有 B）【精析】细节推断题。根据句(20)可知，团队中拥 凝聚力的团队。讲话者不会质疑员工多样性的价 有相似人口统计特征的成员越多，他们就越有可 值。由此可见，讲话者目前所在团队的最大特点 能在团队实现其目标后很长一段时间内保持联 就是多样性。因此答案为A）。 系。联系形成后，相似性会将其强化。于是，他们 Questions 22 to 25 are based on the recording you have just heard. An American researcher who studied 6o0 millionaires found how rich you can get comes down to six wealth factors.. She found that six behaviors are related to net worth potential, regardless of age"
2022.06.set1,2022.06英语六级考试解析第1套.pdf,23,C,D,23. How does confidence help people to be thrifty? thrifty? D）【精析】细节推断题。讲座中说，信心有助于人们 A）【精析】细节辨认题。讲座提到节俭时，提到了专 节约。根据句(23)可知，量人为出需要信心，合理 家的建议。根据句（22)可知，该建议是：将收入的 投资也需要信心。理财规划师建议；不要凭感情 20%存起来，将剩下的80%用于生活。因此答案 做出投资决策，而应该减少对投资的干扰，专注于 为A)。 长期投资计划。也就是说，信心会让人们专注于 六级2022年6月 28 合理的长期投资，减少甚至避免不合理的短期投 是说，百万富翁们在失败时不会责怪别人，他们会 资所带来的损失。因此答案为D)。 继续专注于目标并继续努力。因此答案为D）。
2022.06.set1,2022.06英语六级考试解析第1套.pdf,25,C,B,25. Why does the speaker say millionaires are investment? socially indifferent? D）【精析】细节辨认题。句（24)中提到，百万富翁不 B) 【精析】细节辨认题。根据句（25)可知，百万富翁 会指望别人让他们富有，如果他们自已做不到，也 不会屈服于压力去购买最新的东西，也不会试图 不会责怪任何人。他们专注于自已可以控制的事 跟上其他人或他们已经获得的东西。也就是说， 情，并将日常习惯与自已设定的目标保持一致。 百万富翁看上去对社交漠不关心，原因之一是他 他们往往以目标为导向，努力工作，这使得他们能 们从不试图与别人保持一致。因此答案为B)。 够制订财务计划，并专注于完成这些计划。也就 Part II
2022.09.set1,2022.09英语六级解析第1套.pdf,1,A,C,1. Whatdoesthemansayabouttheweeklyprogram? 1 很重要》是每周 一期的节目，旨在帮助人们管理好 C) 【精析】细节辨认题 。 句 (1) 中，男士介绍说，《 金钱 自己的财务事宜 。 而本期节目中，他将与嘉宾一起 第1页 讨论一下预算问题 。 因此，该节目是可以帮助人们 追踪钱财不容易时，女士在句（3-2) 中说，了解自己 编制预算的。因此答案为 C) 。 的收入和支出一开始就可以确保你不会负债。也
2022.09.set1,2022.09英语六级解析第1套.pdf,2,A,B,2. What did the man read recently? 就是说，女士建议男士第一步就应该对钱财进行追 D) 【精析】细节理解题 。句 (2) 中，男士说他最近看到 踪。因此答案为 A) 。 只有 41 ％的美国人能够坚定地执行预算 。也就是 4. What does the woman say about online shopping? 说，大部分美 国人不能坚定地执行预算 。 因此答案 B) 【精析】细节推断题 。女士得 知男士入不敷 出的情 为 D) 。 况后认为他需要做出一些改变，其中就提到了男士
2022.09.set1,2022.09英语六级解析第1套.pdf,3,A,B,"3. What does the woman suggest the man do first to 可以在网上购物。根据句 (4) 可知，网上购物可以 avoid getting into debt? 让人们避开某些像巧克力这样的不必要的诱惑。 A) 【精析】细节理解题。当男士问女士采取什么措施 也就是说，女士认为网上购物能够帮助人们避免很 才能防止钱财消失时，女士在句 (3-1) 中回答说，这 多不必要的支出。因此答案为 B) 。 其实就是一个对金钱进行追踪的问题。当男士说 Questions 5 to 8 are based on the conversation you have just heard. M, Hi there. I've come to see the flat. My name is Mark Adams. We spoke on the phone on Wednesday. W, Hi, Mark, come on up. I'll buzz you in. Green door on the second floor on the right"
2022.09.set1,2022.09英语六级解析第1套.pdf,5,A,C,5. What does the woman say about the flat? 7. What does the man have to do on signing the C) 【精析】细节辨认题。句（ 5 ）中，女士明确告诉男 contract? 士，这套公寓属千她母亲 。 因此答案为 C) 。 B) 【精析］细节辨认题 。 句 (7) 中，女士告诉男士，签
2022.09.set1,2022.09英语六级解析第1套.pdf,6,A,B,6. What is the man's chief consideration in looking 合同时必须支付第一个月的租金和押金。因此答 for a flat? 案为 B) 。 B) 【精析】细节归纳题 。根据句 (6-1 ) 可知 ，噪音 和邻 8. Why does the man say his wife will feel very 居的情况对男士来说是最大的问题 。 句 (6-2) 中女 excited if they move into the flat? 士提到，如果男士想要安静 ， 这个房子就很完美。 D) 【精析】细节辨认题 。 句（ 8）中，男士提到，如果妻 男士在句 (6-3) 中表示这是 一 个好消息。综合来 子知道他们能够从现在住的破地方搬出来，还能把 看，在男士的择房标准中，安静是放在第一位的，因 鞋都放到柜子里 ， 她会很兴奋的。因此答案为 D) 。 此答案为 B) 。 Section B Questions 9 to 11 are based on the passage you have just heard. (9) A n
2022.09.set1,2022.09英语六级解析第1套.pdf,9,B,D,9. What has the new study found about children 员建议父母在做家庭购买决策时去寻求孩子的意 watching television? 见 。 也就是说，建议父母们在做购买决策时能让 D) 【精析】细节理解题 。 句 (9) 中提到，一项新研究发 孩子参与进来。因此答案为 C) 。 现，孩子看 电视的时间与父母的压力水平之间存 11. What makes children particularly vulnerable to 在正向关联 。 所谓正向关联 ， 就是孩子看电视的 TV commercials? 时间越长，父母的压力越大 。 因此答案为 D) 。 A) 【精析］细节辨认题 。 句 (11) 中明确提到，儿童没
2022.09.set1,2022.09英语六级解析第1套.pdf,12,B,B,12. What baffling phenomenon is discussed in the I 解 。 因此答案为 D) 。 passage? 13. How are we all judged according to the passage? D) ［精析】细节理解题 。 句 (12) 中提到 ， 有时候 ，好人 C) 【精析】细节辨认题。 句 ( 13 ) 中明确提到，我们都 也会被惩罚或被批评 ， 而原因却 是 他们太好了 。 是通过与他人的比较来被评判的 。 因此答案 这看起来令人费解， 因 为这不利 千 团队合作 。 也 为 C) 。 就是说，好人可能会受到 不 公平 的对待，这让人费 14. What can a normal person do when faced with 第3页 people who perform better? good deeds? B) ［精析】细节辨认题 。 短文中提到了一个问题：当 A) 【精析】细节辨认题 。 根据句 (15) 可知，做好事却 面对更好的人时，一个正常人能做什么？句 (14) 会被不做好事的人视
2022.09.set1,2022.09英语六级解析第1套.pdf,16,C,A,16. What does the speaker say about most preteen 一股明确的竞争暗流渗透到了相互关系中。也就 children? 是说，这个时期的男性将大部分精力都投入为某 D) 【精析】细节辨认题。句 (16) 中提到，大多数十一 个位置而产生的竞争之中 。 因此答案为 A) 。 二岁的孩子都有 一个好朋友，这个好朋友通常与 18. What do children do when they reach late 他们同性别且年龄相仿 。 也就是说，这个年龄段 adolescence? 的孩子愿意与同性别的同龄人交朋友 。 因此答案 A) 【精析】细节理解题 。 根据句 (18) 可知，到青春期 为 D) 。 后期，对于女孩子们来说，与男孩的关系比姐妹关
2022.09.set1,2022.09英语六级解析第1套.pdf,17,C,A,"17. What do most males devote much of their energy 系更为重要，而对于男孩子们来说，浪漫的约会也 to during adolescence? 降低了同性友谊的强度。也就是说，对千青春期 A) 【精析】细节理解题。根据句 (17) 可知，到了青春 后期的孩子们来说，爱情的地位是高千友谊的 。 期，虽然男性仍与同性别的朋友十分亲密 ， 但他们 因此答案为 A) 。 已经把相当多的精力投入到争夺职位的竞争中， Questions 19 to 21 are based on the recording you have just heard. Good afternoon. In today's lecture, we'll be talking about how and when to disclose a disability when applying for a job. On average, about 20 percent of the population has some form of disabili"
2022.09.set1,2022.09英语六级解析第1套.pdf,19,C,B,19. Why do disabled job applicants feel reluctant to 回复进行面试确认的时候来讨论残疾问题是最合 disclose their disability information? 适的 。 因此答案为 C) 。 B) 【精析】细节辨认题 。 句 (19) 中提到，许多求职者 21. What are people advised to do when filling out 担心，他们会因为披露了这些个人信息而被排除 their job application form? 在某个职位之外。也就是说，这些人之所以不愿 D) 【精析】细节辨认题。讲座中提到，公司有时会为 意暴露自己身有残疾的事实，是因为害怕被直接 求职者提供在申请表上披露残疾信息的机会，但 拒绝，不再有应聘的机会。因此答案为 B) 。 人们不应受到这种方法或时间的限制。根据句
2022.09.set1,2022.09英语六级解析第1套.pdf,20,C,D,20. When does the speaker suggest applicants reveal I (21) 可知，人们应该避免分享他们所患残疾的名 their disability information ? 称或状态。因此答案为 D) 。 C) 【精析】细节辨认题 。 句 (20) 中讲话者提到，给出 Questions 22 to 25 are based on the recording you have just heard. Smartphones distract attention and reduce learning because of their potential to offer activities more inviting than study. But what about background sound alone? A group of American researchers compared students' comprehension of verbal material when reading in the p
2022.09.set1,2022.09英语六级解析第1套.pdf,22,C,A,22. What did some American researchers find about 24. What is best for students to do when writing students'reading comprehension in the presence essays according to some research? of background noise? A) 【精析】细节理解题 。句 (24) 中提到 ，其他研究发 B) ．【精析】细节理解题 。 句 (22) 中提到，有背景语音 现，在学生写文章时，最好是尽可能地减少所有的 时，学生的成绩下降最多 。 也就是说，有背景语音 背景噪音。也就是说，写文章时，周围最好是尽可 时，学生的阅读理解情况是最差的 。因 此答案 能安静的，没有任何噪音的。因此答案为 A) 。 为 B) 。 25. How do people of different personalities react to
2022.09.set1,2022.09英语六级解析第1套.pdf,23,C,C,23. What do we learn from the British researchers distractions according to other studies? about the degree of interference from 8) 【精析】细节理解题 。 讲座最后提到，人们对干扰 background noise? 的反应并不相同，研究表明，性格的某些方面可能 C) 【精析】细节理解题 。根据句 (23) 可知 ， 英国研究 会对此有影响。根据句 (25) 可知，社交能力较差 人员发现，来自背景噪声的干扰程度似乎取决于 的人更容易受到这些干扰的负面影响 。 也就是 任务处理过程和背景噪声屏蔽过程相互重叠的程 说，不同性格的人受到干扰的程度不同，害羞、安 度 。 也就是说，噪音的干扰程度取决于处理不同 静的人受到的负面影响最大 。 因此答案为 B) 。 类型信息过程之间的重叠程度 。因此答案为 C) 。 Part][
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,1,A,A,1. What does the woman say about her dissertation? 文是因为自已的题目不可行。根据句（3可知，她 A【精析】细节辩认题。对话一开始，男士询问女士 的教授确实在一开始的时候提醒她可能会找不到 的论文进度，女士在句(1)中回答说她还没开始写。 足够的资料。因此答案为A)。
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,4,A,A,4. What do we learn the woman will do to complete 因此答案为A)。
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,2,A,B,2. What does the man say about his professor? her dissertation? B）【精析】细节辨认题。句(2)中男士提到，他在开始 D【精析】细节推断题。男士认为女士的论文题目太 写论文之前先和教授讨论了去哪里找资料的问题。 过狭窄，如果将题目扩大可能会找到更多资料。根 基于这个讨论，他在图书馆找到了参考书，并在网 据句(4)可知，女士认为扩大题目是个好主意，她会 上找到了大量知名期刊文章。因此答案为B)。 将对其他地区的民间传说的描述囊括进来。由此
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,3,A,D,"3. What does the woman say about her professor? 可知，女士会听从男士的建议。因此答案为D)。 A)【精析】细节辨认题。女士认为自己无法开始写论 Questions 5 to 8 are based on the conversation you have just heard. W: Today, on Book Talk , we are lucky enough to host John Robbins and discuss his new book, Why Americans Are Fat and How We Can Lose Weight. (5-1)John isn't just a respected writer; he's also one of the rare celebrity authors writing about science today. M: Thanks for having me, Rebecca, but I'm hardly a celebrity. W: That's very mod"
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,5,A,C,5. What does the woman say about the man in her 重的事实让人们都想知道如何解决这个问题，这也 introduction? 就驱动了男士去写相关的书。因此答案为C)。 C）【精析】细节推断题。句(5-1)中女士介绍说，约翰
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,7,A,C,7. Who does the man say his last book was mainly 不仅是一位受人尊敬的作家，还是当今为数不多的 written for? D）【精析】细节辨认题。男士在句(7)中明确提到，他 撰写科学类文书的名人作家之一。根据句(5-2)可 的上一部书主要是为医学界写的。因此答案为 知，男士的4部著作在全球总共售出了700万册， 并被翻译成12种不同的语言。由此可知，男士的 D)。 著作畅销全世界。因此答案为C)。
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,6,A,B,"6. What has motivated the man to write his books? 个人都需要考虑自己的新陈代谢，吃适合自己身体 C）【精析】细节推断题。女士问男士是什么让人们对 需求的东西。他不提倡单一饮食。有些人应该比 他的书作如此着迷。男士在句（6)中回答，人们读 其他人摄人更多的碳水化合物。不同的人对蛋白 他的书是因为超过60%的美国人超重或肥胖，其 他国家也面临类似的问题。总的来说，大家都想知 质和脂肪的需求量不同。也就是说，男士建议人们 道如何解决问题。也就是说，超过一半美国人都超 遵循个性化饮食。因此答案为B)。 Section B Questions 9 to 11 are based on the passage you have just heard. Stress is often depicted as negative, but research shows that moderate amounts of it can be beneficial for your brain and your body. First, the benefit"
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,9,B,B,9. What did researchers discover about rats placed B）【精析】细节辨认题。句（9)中提到，研究人员发 现，将老鼠置于压力状态下几个小时就会使它们 briefly in a stressful situation? 22年12月六级真题第1套详解 第3页，共15页 理也适用于人类。由此可知，人们对他们曾遇到 新的脑细胞的生长翻倍。因此答案为B)。
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,10,B,A,"10. Why do people tend to have clear memories of 过的危险情况有清晰的记忆是为了将来避开它 dangerous situations they have encountered? 们。因此答案为A)。 A）【精析】细节推断题。句（10)中提到，更善于记住 1l. What do scientists believe chronic stress can do? 危险情况的动物将来可以避开这些危险。例如， C）【精析】细节辨认题。句(11)中明确提到，科学家 如果动物遇到捕食者并逃脱，记住这种遭遇发生 承认，长期的压力会让人更容易生病。因此答案 的地点和时间是很重要的。专家断言，同样的原 为 C)。 Questions 12 to 15 are based on the passage you have just heard. (12) For many managers and people who work in leadership positions, dealing with emails is a dilemma. It's l"
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,14,B,D,14. What are leaders expected to do in pursuing their with managers? strategic goals? D）【精析】细节辨认题。句(12)中提到，对于许多管 B)[ 【精析】细节辨认题。句(14)中提到，作为领导者， 他们应该激励自己的团队去追求长期战略目标， 理者和担任领导职务的人来说，处理电子邮件让 人左右为难。就数量、重要性和紧迫性而言，日常 应该少些雄心而更实际地监控团队的日常产出、 电子邮件的不可预测性、不可控制性和持续性可 设定明确的预期并定期提供反馈。因此答案 能导致他们的焦虑程度上升以及领导能力下降。 为B)。 因此答案为D)。
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,13,B,D,"13. What may happen when managers ignore minor by email? problems? A）【精析】细节辨认题。短文中提到，领导者必须从 D）【精析】细节推断题。根据句(13)可知，管理者们 其他任务中转移资源来查看、过滤和回复电子邮 忽略了起初可能只是小问题的事情，直到这些事情 件。根据句（15)可知，这一问题的解决方法是培 不幸由于疏忽而不可避免地变成了重大问题或危 养自制力，就像肌肉一样—一随着时间的推移，肌 机。也就是说，忽视小问题可能会导致重大问题。 肉可以通过锻炼得到加强或改善。因此答案 因此答案为D)。 为A)。 Section C Questions 16 to 18 are based on the recording you have just heard. In last week's lecture, we talked about the problems caused by poor eating habits, focusing on how medical professionals are trying t"
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,16,C,A,16. What does the speaker say a team of marketing 胖流行病。因此答案为A)。 professors has studied?
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,18,C,D,18. What can other companies learn from the D）【精析】细节辨认题。句(16)中提到，一个营销教 example of the carrot promotion campaign? 授团队研究了食物视觉方面的重要性以及它如何 B）【精析】细节辨认题。讲座中提到了一个通过强调 影响食物选择。因此答案为D)。 胡萝卜的外观和口感而成功将胡萝卜的销售量提
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,17,C,B,"17. How have medical professionals tried to fight 高的案例。句(18)中讲话者提到，研究人员认为， 其他公司可以通过类似的广告来增加健康食品的 obesity? A）【精析】细节辨认题。根据句（17)可知，医疗专业 销量，将他们的产品描述为有吸引力和快乐的源 人员试图通过关注不同食物中的营养成分和强调 泉。因此答案为B)。 碳水化合物、脂肪、糖和卡路里等的含量来对抗肥 Questions 19 to 21 are based on the recording you have just heard. The household cleaning products industry really began to take off in the 1950s. Prior to that resourceful housewives, who had grown up in a less prosperous era, relied on substances that they used in their kitchens such as"
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,19,C,A,"19. What does the speaker say about the cleaning 持怀疑态度，但他们现在相信技术有能力完成曾 products industry in recent years? 经被认为不可能的事情。也就是说，消费者现在 C）【精析】细节辩认题。句(19)中提到,近年来,许多 对技术有了更多的了解，所以新兴清洁产品会畅 国家提供更多环保清洁产品的小公司的数量激 销。因此答案为A)。 增，而且他们的生意也做得很好。因此答案"
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,20,C,B,"20. Why are newly developed cleaning products B）【精析】细节辨认题。根据句（21)可知，顾客通过 Selling well? 在社交媒体上留言（称赞它们的优点）来为这些产 A）【精析】细节推断题。根据句(20)可知，过去，人们 品进行营销。因此答案为B)。 可能会对声称能够达到惊人的清洁效果的新产品 Questions 22 to 25 are based on the recording you have just heard. Throwing spare change into a fountain is a time-honored ritual: throw a penny into the water, and your wish might come true. But all that money has to go somewhere. (22)Otherwise, the growing piles of pennies, quarters and euros could clog up the fountain's"
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,22,C,C,"22. What problem might be caused by the growing collected from New York City's park fountains? piles of coins in fountains? C）【精析】细节辨认题。句(23)中明确提到,在纽约 B）【精析】细节推断题。讲座开头提到，将零钱扔进 市，从公园里的喷泉中收集的硬币通常用于喷泉 喷泉是一种历史悠久的仪式：把一便士扔进水里， 的维护。因此答案为 C)。 你的愿望可能会实现。但这些钱都得去往别处。"
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,24,C,B,24. What do we learn about the money collected 根据句（22)可知，否则的话，越来越多的便士、美 from Rome's Trevi Fountain? 分和欧元可能会堵塞喷泉装置。因此答案为B）。 C）【精析】细节辨认题。讲座中提到，数百年来都有
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,23,C,C,23. What does the speaker say about the coins 游客把硬币扔进罗马著名的特雷维喷泉，罗马官 22年12月六级真题第1套详解第6页，共15页 员要求每晚都要清理喷泉，据报道，每天都会收集 D）【精析】细节辨认题。句（25)中提到，当局最终抓 到高达4000美元的世界各地的零钱。根据句 住了一个名叫托马斯·摩根的臭名昭著的小偷， (24)可知，每天晚上收集到的大部分钱都用于一 并禁止他进入喷泉，因为他用一根磁力棒在至少 家为有需要的人经营的超市。因此答案为C)。 34年的时间里从喷泉中捞出了数千美元的零钱。
2022.12.set1,2022.12六级真题第1套答案及详解.pdf,25,C,D,25. What does the speaker say about Thomas 因此答案为D)。 Morgan? Part II
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,1,A,A,1. What message does the woman convey in her book? behavior? A】【精析】细节辨认题。当男士问女士她认为是什么 D)【精析】细节推断题。女士说我们应该重视真正使 使得她的书那么成功时，女士在句（1）中明确给出 我们快乐的事物，接着句（3提到，一且我们把这些 了答案，那就是她在书中传达的信息，即：将幸福的 事物放在首位，我们的人生目标就会改变，而我们 重要性排在金钱的前面。A)选项与原文的意思完 的财务行为也会随之而发生改变，由此可知，我们 全一样，区别仅在于原文中使用了词组makesth. 的财务行为受我们的生活目标影响，会与之一起发 apriorityoversth.，而选项中使用了动词 生变化。因此答案为D)。 prioritize。因此答案为A)。
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,2,A,A,"2. What do we learn about the woman before she C）【精析】细节推断题。当听女士说可以通过共享居 became a writer? 所、少去饭店吃饭或使用公共交通工具出行这些行 为来体现生活目标以及财务行为的变化时，男士在 A【精析】细节推断题。根据句(2)可知，女士此前是 句（4)中提到，这些对他来说是重大牺牲，他做不到 一名高管，薪水很高，但债务也在不断累积，女士则 以数字情况具体讲述了她的财务状况，四年前她辞 与人共享居所，因为他需要拥有自已的空间。也就 去工作开始写书时，已经有了几百万的收入，但却 是说，与他人分享住所对男士来说意味着重大的牺 还欠着3万美元的债务。综上，女士在成为作家之 牲。因此答案为C)。 前，是负有债务的。因此答案为A）。 Questions 5 to 8 are based on the conversation you have just heard. W: Thank you for inviting me to the gallery, Christopher. I haven't visited he"
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,5,A,C,5. What do we learn about one of the newest 作中有大量的细节，之后向男士感叹她有一种身临 additions to the gallery's collection? 其境的感觉，由此可以推断，是那些细节让她有了 C）【精析】细节辨认题。根据句(5)可知，男士向女士 这样沉浸其中的感觉。因此答案为B)。虽然女士 介绍画廊的新增画作，并告诉女士其中第一幅作品 马上也指出她特别喜欢画面中湖光山色所形成的 是由画家自己捐赠给画廊的。因此答案为C)。 对称之美，但C）选项中的perfectlysymmetrical
