key,original_file,question,section,raw_options
2022.06.set1,2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,18,C,18. A) Cooperative. C) Passive. B) Appreciative. D) Responsive. Questions 19 to 21 are based on the recording you have just heard.
2022.06.set1,2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,19,C,19. A) Its members work together despite risks of failure. B) It prioritizes recruiting young energetic members. C) Its members stay in touch even after it breaks up. D) It grows more and more mature professionally.
2022.06.set1,2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,20,C,20. A) Their differences are likely to impact productivity. B) Their similarity is conducive to future collaboration. C) Their connections strengthen with the passage of time. D) Their mutual understanding stems from a common goal.
2022.06.set1,2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,21,C,21. A) It is characterized by diversity. B) Its goals are quite inconsistent. C) Its members have similar backgrounds. D) It is connected by a unique mechanism. Questions 22 to 25 are based on the recording you have just heard.
2022.06.set1,2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,22,C,22. A) Putting aside twenty percent of one's earnings. B) Spending in anticipation of becoming wealthy. C) Living off a small proportion of one's income. D) Saving as much as one can possibly manage.
2022.06.set1,2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,23,C,23. A) It empowers them to cope with irrational emotions. B) It will guarantee the profits from their investments. C) It will turn them into successful financial planners. D) It enables them to focus on long-term investments.
2022.06.set1,2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,24,C,24. A) They count on others to take the responsibility. B) They change their investment strategy in time. C) They think they themselves are to blame. D) They persist rather than get discouraged.
2022.06.set1,2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,25,C,25. A) They do not resist novel lifestyles. B) They do not try to keep up with others. C) They do not care what they have acquired. D) They do not pressure themselves to get rich. 2022年 6 月英语六级真题第1 套 第 3 页 共 1 0 页 b y : 新一文化
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,1,A,1. A) It enables people to earn more money. C) It helps people with budgeting. B) It teaches the importance of financing . D) It introduces a novel way to invest .
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,2,A,2 . A) Many Americans are not satisfied with their income. B) Many Americans have no idea about how to invest. C) Most Americans do not know how to save money. D ) Most Americans do not stick to a budget.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,3,A,3. A) Keep track of his money. C ) Find more sources of income. B) Live within his means. D) Refrain from buying luxuries.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,4,A,4 . A) It offers a greater variety of items. C) It changes one's way of living. B) It helps avoid unnecessary spending. D) It saves one's time for shopping. Questions 5 to 8 are based on the conversation you have just heard.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,5,A,5. A) It is brand-new. C) It belongs to her mother. B) It has plenty of rooms. D) It has been vacant for months.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,6,A,6. A) Space. B) Tranquillity. C) Appliances. D) Location .
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,7,A,7. A) Talk to his wife about the contract terms. C) Check the references of the flat owner. B) Pay the first month's rent and a deposit. D) Consult his solicitor one more time .
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,8,A,"8. A) She can have a wonderful view of the pond. C) She can make friends with new neighbours. B ) She will be much closer to her work place. D) She will have plenty of space for her shoes. Section B Directions: In this section, you will hear two passages. At the end of each passage, you will hear three or four questions . &th the passage and the questions will be spoken only once. After you hear a question, you must choose the best answer from the four choices marked A ) , B) , C) and D ) . Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 9 to 11 are based on the passage you have just heard."
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,9,B,"9. A) The more commercials they see, the more brands they get to know. B) The more commercials they see, the more they adore celebrities. 第1页 C) The more television they watch, the fewer conflicts in the family. D) The more television they watch, the greater their parents' stress."
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,10,B,10. A) Inform children of the family's financial situation. B) Shift children's attention to interesting activities . C) Involve children in making purchasing decisions. D) Help children understand advertising's intent.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,11,B,11 . A) Their limited cognitive ability. C) Their admiration for celebrities . B) Their strong natural curiosity. D) Their lack of social experience. Questions 12 to 15 are based on the passage you have just heard
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,12,B,12. A) Bad guys may do good deeds. C) Good guys may not always cooperate. B) Bad guys may go unpunished. D) Good guys may get unfair treatment.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,13,B,13 . A) By what we do. C) In comparison with others. B) By fair evaluation . D) In accordance with set standards.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,14,B,14. A) Learn from them earnestly. C) Leave them alone temporarily. B) Compete with them actively. D) Cooperate with them sincerely.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,15,B,"15 . A) Being dismissed as hypocritical. C) Having to make too many sacrifices. B) Not getting the reward they deserve. D) Being misunderstood by people around. Section C Directions: In this section, you will hear three recordings of lectures or talks followed by three or four questions. The recordings will be played only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C ) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 16 to 18 are based on the recording you have just heard."
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,16,C,16. A) They are increasingly aware of gender differences. B) They engage themselves in positive recollection. C) They begin to see the importance of friendship. D) They make friends with peers of the same sex.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,17,C,17. A) Competing for position. C) Forging close ties with friends. B) Pursuing fashion. D) Fulfilling family obligations.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,18,C,18. A) They prioritize romance over friendship. B) They try to strengthen same-sex friendships . C) They begin to take friendship more seriously. D) They compete intensely for romantic partners. Questions 19 to 21 are based on the recording you have just heard.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,19,C,19 . A) They regard it as a matter of sheer privacy. B) They are worried about being turned down. C) They fear that their condition will be made widely known. D) They are afraid to be discriminated against once recruited.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,20,C,20. A) After receiving a job offer. C) When confirming an interview. B) During a job interview. D) Upon completing a cover letter.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,21,C,21. A) Describe the true state of their health. B) Provide all the information required. C) Stress the irrelevance of their disability to the job. D) Avoid mentioning the name of their disability. Questions 22 to 25 are based on the recording you have just heard.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,22,C,22. A) Their scores were least affected by music with speech . B) It was the poorest when there was background speech. 第2页 C) Their scores were most depressed with instrumental music. D) It was disrupted by the sound of an air conditioner or fan.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,23,C,23. A) It has to do with the type and volume of the background noise. B) It has to do with short-term memory for listening comprehension. C) It depends on the overlap in processing different kinds of information. D) It depends on the participants' ability to concentrate on the task at hand.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,24,C,24. A) Keep everything as quiet as possible. C) Use vocal material as little as possible. B) Play nothing but instrumental music. D) Wear a pair of earphones or headphones.
2022.09.set1,2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,25,C,25. A) Sociable people were immune to all distractions. B) Shy quiet people were most adversely impacted. C) Less outgoing people were more affected by silence . . D) Confident people were unaffected by high-arousal music. Part ][
2022.12.set1,2022年12月英语六级真题第1套.pdf,1,A,1. A) She hasn't started writing it. C) She is proofreading the first draft. B) She hasn't decided on a topic. D) She is working on the references.
2022.12.set1,2022年12月英语六级真题第1套.pdf,2,A,2. A) He lent many books to the man for reference. B) He offered the man advice on resource hunting. C) He published a lot in a number of reputable journals. D) He told the man to be selective when using e-resources.
2022.12.set1,2022年12月英语六级真题第1套.pdf,3,A,3. A) He didn't think her dissertation topic viable. B) He wasn't interested in her dissertation topic. C) He didn't want her to rush through her dissertation. D) He wasn't specific about the length of her dissertation.
2022.12.set1,2022年12月英语六级真题第1套.pdf,4,A,4. A) Change her research methodology. C) Consult her professor more. B) Narrow down her dissertation topic. D) Follow the man's advice. Questions 5 to 8 are based on the conversation you have just heard.
2022.12.set1,2022年12月英语六级真题第1套.pdf,5,A,5. A) He has translated 12 books. C) His books sell well worldwide. B) He is a well-known nutritionist. D) His latest book sold a million copies.
2022.12.set1,2022年12月英语六级真题第1套.pdf,6,A,6. A) The desire of Americans to try exotic cuisines. B) The demand for information about food safety. C) The fact that over half of Americans are overweight. D) The fact that science books are difficult to read.
2022.12.set1,2022年12月英语六级真题第1套.pdf,7,A,7. A) The general public. C) Those who want to lose weight. B) Those who are overweight. D) The medical community.
2022.12.set1,2022年12月英语六级真题第1套.pdf,8,A,"8. A) Switch to a vegetarian diet. C) Adhere to doctors' advice. B) Follow a personalized diet. D) Cut carbohydrate intake. Section B Directions: In this section, you will hear two passages. At the end of each passage, you will hear three or four questions. Both the passage and the questions will be spoken only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 9 to 11 are based on the passage you have just heard."
2022.12.set1,2022年12月英语六级真题第1套.pdf,9,B,9. A) The rate of their growth increased dramatically. B) The growth of their new brain cells doubled. C) They began to show signs of depression. D) They began to get irritated and restless.
2022.12.set1,2022年12月英语六级真题第1套.pdf,10,B,10. A) To avoid them in the future. C) To make good sense of them. 2022 年 12 月英语六级真题第 1 套 第 1 页，共 8 页 B) To warn others against them. D) To reflect on their causes.
2022.12.set1,2022年12月英语六级真题第1套.pdf,11,B,"11. A) Produce a surprising healing effect. C) Make people more susceptible to illness. B) Weaken one's immunity in the long run. D) Provide protection against mental illnesses. Questions 12 to 15 are based on the passage you have just heard,"
2022.12.set1,2022年12月英语六级真题第1套.pdf,12,B,12. A) Placing their own interests over their staff's. C) Lacking the ability to relate to their staff. B) Being overwhelmed by their daily routines. D) Spending too much time handling email.
2022.12.set1,2022年12月英语六级真题第1套.pdf,13,B,13. A) Their leadership may be challenged. C) Unexpected events may occur. B) Their companies may go bankrupt. D) Major problems may result.
2022.12.set1,2022年12月英语六级真题第1套.pdf,14,B,14. A) Keep an eye on their employees. B) Motivate and inspire their team. C) Sacrifice some of the immediate goals. D) Have greater ambition in overall planning.
2022.12.set1,2022年12月英语六级真题第1套.pdf,15,B,"15. A) Cultivate self-control. C) Respond only after work. B) Filter their email boxes. D) Check only when necessary. Section C Directions: In this section, you will hear three recordings of lectures or talks followed by three or four questions. The recordings will be played only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 16 to 18 are based on the recording you have just heard."
2022.12.set1,2022年12月英语六级真题第1套.pdf,16,C,16. A) The key to increasing healthy food supply. B) The best way to improve marketing research. C) The impact of advertisements on consumption. D) The importance of the appearance of food.
2022.12.set1,2022年12月英语六级真题第1套.pdf,17,C,17. A) By focusing on the nutrients in different foods. B) By emphasizing the diversity of food. C) By stressing pleasing aesthetics of food. D) By winning the support of marketing professors.
2022.12.set1,2022年12月英语六级真题第1套.pdf,18,C,18. A) They can attract customers with the healthy qualities of their products. B) They can boost sales of healthy foods by making them visually appealing. C) They can turn to marketing professors for advice. D) They can rely on advertising for sales promotion. Questions 19 to 21 are based on the recording you have just heard.
2022.12.set1,2022年12月英语六级真题第1套.pdf,19,C,19. A) It has witnessed a spectacular surge in demand. B) It has met much criticism from environmentalists. C) It has seen more small businesses offering environment-friendly products. D) It has experienced increasingly fierce competition among global companies.
2022.12.set1,2022年12月英语六级真题第1套.pdf,20,C,20. A) Consumers now know much more about technology. B) Their mass production has sharply reduced the price. C) Consumers tend to favor all that is novel. D) Their quality has been greatly improved.
2022.12.set1,2022年12月英语六级真题第1套.pdf,21,C,21. A) Purchasing only this kind of products for home cleaning. B) Writing positive comments about them on social media. C) Demonstrating on TV how effective these products are. D) Telling one another about their incomparable virtues. Questions 22 to 25 are based on the recording you have just heard. 2022 年 12 月英语六级真题第 1 套 第 2 页，共 8 页
2022.12.set1,2022年12月英语六级真题第1套.pdf,22,C,22. A) Increasing cleaners' workload. C) Breaking a time-honored ritual. B) Blocking the fountains' works. D) Polluting the fountains' water.
2022.12.set1,2022年12月英语六级真题第1套.pdf,23,C,23. A) They are occasionally retrieved by curious tourists. B) They are regularly donated to charity organizations. C) They are mostly used for the fountains' maintenance. D) They are usually used as wages for fountain cleaners.
2022.12.set1,2022年12月英语六级真题第1套.pdf,24,C,"24. A) It is invested in a series of businesses. C) It is used to run a supermarket for the needy. B) It is used exclusively for its maintenance. D) It is estimated to be about $ 40,000 a month."
2022.12.set1,2022年12月英语六级真题第1套.pdf,25,C,25. A) He was arrested for stealing money from four fountain cleaners. B) He was sentenced to 34 years' imprisonment. C) He collected rare coins from around the world. D) He stole a lot of money from a fountain with a magnetic stick.
2022.12.set2,2022年12月英语六级真题第2套.pdf,1,A,1. A) Prioritizing happiness over money. C) Managing one's personal finances wisely. B) Joining the club to get her new book. D) Consuming more only when earning more.
2022.12.set2,2022年12月英语六级真题第2套.pdf,2,A,"2. A) She was in debt. C) She earned $ 30,000 a month. B) She was a financial adviser. D) She enjoyed a happy life."
2022.12.set2,2022年12月英语六级真题第2套.pdf,3,A,3. A) It reflects one's earning power. C) It mirrors one's sense of wellbeing. B) It varies with one's environment. D) It changes with one's goals in life.
2022.12.set2,2022年12月英语六级真题第2套.pdf,4,A,4. A) It would give him more time to be with his loved ones. B) It would be good for those who value relationships. C) It would mean major sacrifices for him. D) It would deprive him of his individuality. Questions 5 to 8 are based on the conversation you have just heard.
2022.12.set2,2022年12月英语六级真题第2套.pdf,5,A,5. A) It was the artist's first landscape. C) It was donated by the artist herself. B) It was a painting by Christopher. D) It was displayed at a retirement party.
2022.12.set2,2022年12月英语六级真题第2套.pdf,6,A,6. A) It was the painting that instantly made her rich. C) It was recently purchased by the gallery. B) It has cost him a lot of money to purchase it. D) It is owned by an anonymous collector.
2022.12.set2,2022年12月英语六级真题第2套.pdf,7,A,7. A) It reflects her emotions. C) It appears perfectly symmetrical. B) It contains ample details. D) It depicts the beauty of desolation.
2022.12.set2,2022年12月英语六级真题第2套.pdf,8,A,"8. A) She is eccentric like any other artist. C) She is as lucky as any acclaimed artist. B) She is a very nice and intelligent artist. D) She is one of the most productive artists. Section B Directions: In this section, you will hear two passages. At the end of each passage, you will hear three or four questions. Both the passage and the questions will be spoken only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 9 to 11 are based on the passage you have just heard."
2022.12.set2,2022年12月英语六级真题第2套.pdf,9,B,9. A) It is vital to one's mental health. C) It promotes interpersonal relationship. B) It leads to reconciliation and peace. D) It keeps one from traumatic experience.
2022.12.set2,2022年12月英语六级真题第2套.pdf,10,B,10. A) When the offender has power over the victim. C) When the offender is not duly penalized. B) When the offender is not willing to apologize. D) When the offender adds insult to injury.
2022.12.set2,2022年12月英语六级真题第2套.pdf,11,B,11. A) Talk with the offender calmly. C) Find out why he committed the offense. B) Accept the offender's apology. D) Determine how serious the offense was. 2022 年 12 月英语六级真题第 2 套 第 1 页，共 8 页 Questions 12 to 15 are based on the passage you have just heard.
2022.12.set2,2022年12月英语六级真题第2套.pdf,12,B,12. A) The number of passengers dropped sharply. C) The number of stations increased to 50. B) It served more and more commuters. D) It became the longest in the United Kingdom.
2022.12.set2,2022年12月英语六级真题第2套.pdf,13,B,13. A) To increase capacity to meet growing needs. C) To have its systems modernised. B) To make way for other means of transport. D) To avoid further financial losses.
2022.12.set2,2022年12月英语六级真题第2套.pdf,14,B,14. A) It is generally recognised as a world heritage site. B) It is the fastest way to reach the city's south side. C) It constitutes a source of revenue for the city. D). It helps reduce traffic jams in the city centre.
2022.12.set2,2022年12月英语六级真题第2套.pdf,15,B,"15. A) They are usually crowded. C) They accept smartcards only. B) They use high-tech systems. D) They are colourfully decorated. Section C Directions: In this section, you will hear three recordings of lectures or talks followed by three or four questions. The recordings will be played only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 16 to 18 are based on the recording you have just heard."
2022.12.set2,2022年12月英语六级真题第2套.pdf,16,C,16. A) They are quite friendly to humans. C) They are unafraid of humans. B) They are shrinking in numbers. D) They are especially fond of garbage.
2022.12.set2,2022年12月英语六级真题第2套.pdf,17,C,17. A) It is strictly forbidden. C) It is a gesture of human generosity. B) It is an uncommon sight. D) It is allowed only in certain areas.
2022.12.set2,2022年12月英语六级真题第2套.pdf,18,C,18. A) Share their food with the bear they see. B) Be prepared to run into a hungry bear. C) Try to be friendly with the bear they meet. D) Refrain from teasing bears with cubs. Questions 19 to 21 are based on the recording you have just heard.
2022.12.set2,2022年12月英语六级真题第2套.pdf,19,C,19. A) It refers to opinions that are radical and widespread. B) It means making judgments without adequate knowledge. C) It refers to deep-rooted beliefs about someone or something. D) It means sticking to one's judgments even when proved wrong.
2022.12.set2,2022年12月英语六级真题第2套.pdf,20,C,20. A) They often lead to war between religious groups. B) They keep certain occupations from thriving. C) They allow myths and half-truths to persist. D) They prevent us from getting to the truth.
2022.12.set2,2022年12月英语六级真题第2套.pdf,21,C,21. A) When we start to feel superior. B) When we mix with prejudiced people. C) When we live in an isolated neighborhood. D) When we try to keep up with those around us. Questions 22 to 25 are based on the recording you have just heard.
2022.12.set2,2022年12月英语六级真题第2套.pdf,22,C,22. A) Motivated. C) Perplexed. B) Disappointed. D) Shocked.
2022.12.set2,2022年12月英语六级真题第2套.pdf,23,C,23. A) They would change with the passage of time. B) They would benefit young people's adult life. C) They would help kids grow. D) They would last a lifetime. 2022 年 12 月英语六级真题第 2 套 第 2 页，共 8 页
2022.12.set2,2022年12月英语六级真题第2套.pdf,24,C,24. A) He had become mature. C) He had lots of stories to tell. B) He suffered poor health. D) He regretted leaving Vietnam.
2022.12.set2,2022年12月英语六级真题第2套.pdf,25,C,25. A) Make friends with his students. B) Show his students how to do their best. C) Help his students get through the growing pains. D) Share his personal experience with his students.
2023.03.set1,2023.03英语六级真题第1套.pdf,1,A,1. A) In a restaurant. C) In a food store. B) In a kitchen. D) In a supermarket.
2023.03.set1,2023.03英语六级真题第1套.pdf,2,A,2. A) She eats meat occasionally. C) She is allergic to seafood. B) She enjoys cheeseburgers. D) She is a partial vegetarian.
2023.03.set1,2023.03英语六级真题第1套.pdf,3,A,3. A) Dealing with one's colleagues. C) Following the same diet for years. B) Changing one's eating habit. D) Keeping awake at morning meetings.
2023.03.set1,2023.03英语六级真题第1套.pdf,4,A,4. A) They enjoy perfect health. C) They only eat organic food. B) They are both animal lovers. D) They are cutting back on coffee. Questions 5 to 8 are based on the conversation you have just heard.
2023.03.set1,2023.03英语六级真题第1套.pdf,5,A,5. A) The man got a poor evaluation from his colleagues. B) The man made little contribution to the company. C) The man paid attention to trivial things. D) The man had an attitude problem.
2023.03.set1,2023.03英语六级真题第1套.pdf,6,A,6. A) They make unhelpful decisions for solving problems. B) They favor some employees' suggestions over others'. C) They use manipulative language to mask their irrational choices. D) They reject employees' reasonable arguments for work efficiency.
2023.03.set1,2023.03英语六级真题第1套.pdf,7,A,7. A) It is a must for rational judgment. C) It is a good quality in the workplace. B) It is more of a sin than a virtue. D) It is more important now than ever.
2023.03.set1,2023.03英语六级真题第1套.pdf,8,A,"8. A) Smoothing relationships in the workplace. B) Making rational and productive decisions. C) Focusing on employees' career growth. D) Preserving their power and prestige. Section B Directions: In this section, you will hear two passages. At the end of each passage, you will hear three or four questions. Both the passage and the questions will be spoken only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 9 to 11 are based on the passage you have just heard."
2023.03.set1,2023.03英语六级真题第1套.pdf,9,B,9. A) They show genius which defies description. C) They create very high commercial value. B) They accomplish feats many of us cannot. D) They bring great honor to their country.
2023.03.set1,2023.03英语六级真题第1套.pdf,10,B,10. A) They take part in kids' extra-curricular activities. B) They work in spare time to teach children sports. 2023 年 3 月英语六级真题第 1 套 第 1 页，共 8 页 C) They try to be positive role models to children. D) They serve as spokespersons for luxury goods.
2023.03.set1,2023.03英语六级真题第1套.pdf,11,B,11. A) Separating an athlete's professional life from their personal life. B) Preventing certain athletes from getting in trouble with the law. C) Keeping athletes away from drug or alcohol problems. D) Being super sports stars without appearing arrogant. Questions 12 to 15 are based on the passage you have just heard.
2023.03.set1,2023.03英语六级真题第1套.pdf,12,B,12. A) They always cost more than expected. C) They should be paid up by the attendees. B) They are joyous and exciting occasions. D) They are dreams coming true to the brides.
2023.03.set1,2023.03英语六级真题第1套.pdf,13,B,"13. A) It cost $60,000. C) It had eight guests only. B) It was cancelled. D) It was held in Las Vegas."
2023.03.set1,2023.03英语六级真题第1套.pdf,14,B,14. A) Postpone her wedding. C) Keep to her budget. B) Ask her friends for help. D) Invite more guests.
2023.03.set1,2023.03英语六级真题第1套.pdf,15,B,"15. A) She called it romantic. C) She said she would think about it. B) She welcomed it with open arms. D) She rejected it flatly. Section C Directions: In this section, you will hear three recordings of lectures or talks followed by three or four questions. The recordings will be played only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 16 to 18 are based on the recording you have just heard."
2023.03.set1,2023.03英语六级真题第1套.pdf,16,C,16. A) It determines people's moods. C) It is closely related to people's emotions. B) It can impact people's wellbeing. D) It can influence people's personalities.
2023.03.set1,2023.03英语六级真题第1套.pdf,17,C,17. A) They make people more reproductive. C) They tend to produce positive feelings. B) They increase people's life expectancy. D) They may alter people's genes gradually.
2023.03.set1,2023.03英语六级真题第1套.pdf,18,C,18. A) The link between temperature and personality is fairly weak. B) People share many personality traits despite their nationalities. C) People in the same geographical area may differ in personality. D) The Americans are apparently more outgoing than the Chinese. Questions 19 to 21 are based on the recording you have just heard.
2023.03.set1,2023.03英语六级真题第1套.pdf,19,C,19. A) The number of older Americans living alone is on the rise. B) Chronic loneliness does harm to senior citizens in particular. C) Correlations have been found between loneliness and ill health. D) A growing number of US seniors face the risk of early mortality.
2023.03.set1,2023.03英语六级真题第1套.pdf,20,C,20. A) Medication is available for treating loneliness. C) Being busy helps fight loneliness. B) Loneliness rarely results from living alone. D) Loneliness is probably reversible.
2023.03.set1,2023.03英语六级真题第1套.pdf,21,C,21. A) Living with one's children. C) Meaningful social contact. B) Meeting social expectations. D) Timely medical intervention. Questions 22 to 25 are based on the recording you have just heard.
2023.03.set1,2023.03英语六级真题第1套.pdf,22,C,22. A) She had a successful career in finance. C) She made regular trips to Asian countries. B) She wrote stories about women travelers. D) She invested in several private companies.
2023.03.set1,2023.03英语六级真题第1套.pdf,23,C,23. A) Buy a ranch. C) Travel round the world. B) Start a blog. D) Set up a travel agency.
2023.03.set1,2023.03英语六级真题第1套.pdf,24,C,24. A) Work hard to attract attention from publishers. C) Try to find a full-time job in the travel business. 2023 年 3 月英语六级真题第 1 套 第 2 页，共 8 页 B) Gain support from travel advertising companies. D) Create something unique to enter the industry.
