机械波	 selfcheck	3590	为什么横波不能在液体和气体中稳定传播？为什么任一体积元的机械能不守恒？固定端反射为什么对应半波损失？简正模式为什么本质上是边界条件筛选出的允许驻波？	
机械波	 exercise	3593	(untitled)	已知一列波的波长为 \(=4m\)，频率为 \(f=5Hz\)，求波速。
机械波	 exercise	3605	(untitled)	在同一均匀介质中，两点的波程差为 \(=/2\)。判断这两点的相位关系。
机械波	 exercise	3619	(untitled)	一根长为 \(l\) 的弦两端固定，波速为 \(u\)。求其第 \(n\) 阶简正模式的波长和频率。
光的干涉	 example	4052	双缝条纹间距	波长为 \(600nm\) 的单色光照射双缝，双缝间距为 \(0.20mm\)，双缝到屏的距离为 \(2.0m\)。求相邻明纹间距。
光的干涉	 example	4233	四分之一波长增透膜的最小厚度	若某一薄膜用于目标波长 \(\) 的增透设计，并满足常见的一次半波损失条件，求其最小厚度。
光的干涉	 example	4362	牛顿环测曲率半径	在牛顿环实验中，已知单色光波长为 \(\)，测得第 \(k\) 个暗环半径为 \(r_k\)，第 \(k+m\) 个暗环半径为 \(r_k+m\)。求平凸透镜的曲率半径 \(R\)。
光的干涉	 selfcheck	4430	为什么杨氏双缝能支持光的波动性？为什么普通光源天然不相干？为什么插入介质片后条纹会整体平移但间距不变？为什么薄膜题必须额外判断半波损失？为什么牛顿环在反射观察时中心通常是暗的？为什么迈克耳孙干涉仪适合测微小位移？	
光的衍射	 example	4694	人眼分辨两盏车灯的最远距离	设两盏车灯相距 \( y=1.5m\)，人眼瞳孔直径约为 \(D=4mm\)，取最敏感黄绿光波长 \(=555nm\)。问人眼最远在多大距离 \(L\) 处还能恰好分辨这两盏灯？
光的衍射	 example	4807	缺级判断	若光栅常数 \(d=2a\)，问哪些级次的主极大会缺级？
光的衍射	 selfcheck	4850	看到“中央明纹最宽”“分辨率极限”“缺级”这三类提示时，你分别应该先想到哪一个模型？瑞利判据到底在说明什么物理限制？	
光的偏振	 example	5045	两片偏振片	自然光依次通过两片偏振片后，若最后的透射光强为入射光强的 \(1/8\)，求两片偏振片偏振化方向的夹角。
光的偏振	 selfcheck	5157	自然光过第一片偏振片后为什么会减半？马吕斯定律里的 \(I_0\) 指的是最初自然光光强，还是进入检偏器前的偏振光光强？	
气体动理论	 example	5280	怎样从公式读出压强大小规律	若分子数密度 \(N/V\) 不变，而分子的方均速率变大，则 \(v^2\) 变大，压强也随之增大；若温度不变而把同样多的分子压缩进更小体积，则 \(N/V\) 变大，压强同样增大。
气体动理论	 example	5368	怎样快速判断三种统计速率的变化	若同一种气体的热力学温度由 \(T\) 升高到 \(4T\)，则 \(v_p, v,v_rms\) 都会变为原来的 \(2\) 倍，因为它们都和 \(T\) 成正比。
气体动理论	 example	5456	单原子和双原子理想气体的内能为什么不同	若都是 \(1\) mol 理想气体、温度同为 \(T\)，则 \[ U_单原子=32RT, U_刚性双原子=52RT. \] 两者温度相同，却有不同内能，不是因为“分子运动强弱不同”，而是因为可参与分配能量的自由度数目不同。
气体动理论	 selfcheck	5482	为什么压强公式里出现的是 \(\overline{v^2}\) 而不是 \(\bar v^{\,2}\)？为什么总有 \(v_p<\bar v<v_{\mathrm{rms}}\)？为什么 \(\frac32 kT\) 只是平均平动动能，而理想气体分子的平均总能量要写成 \(\frac{i}{2}kT\)？	
热力学第一定律	 example	5612	多方关系下的准静态体积功	设理想气体由状态 \((p_1,V_1)\) 准静态变化到状态 \((p_2,V_2)\)，并满足 \[ pV^n=C. \] 求系统对外所做的功。
热力学第一定律	 example	5665	同一初末态下怎样分清谁与路径有关	课件型问题：系统沿过程曲线 \(abc\) 由状态 \(a\) 变到状态 \(c\) 时，共吸收热量 \(500J\)；沿过程曲线 \(cda\) 回到状态 \(a\) 时，系统向外放热 \(300J\)，且外界对系统做功 \(200J\)。求系统在 \(abc\) 过程中内能的增加量以及系统对外所做的功。
热力学第一定律	 example	5867	等温压缩与绝热压缩的比较	把同一份理想气体从体积 \(V_1\) 压缩到 \(V_2\)（其中 \(V_2<V_1\)），比较等温压缩与绝热压缩时外界所做功的大小。
热力学第一定律	 example	6018	电冰箱的输入功怎样由致冷系数反推	一台电冰箱放在室温为 \(20\) 的房间里，冰箱储藏柜温度维持在 \(5\)。若每天有 \(2.010^7\) J 的热量自房间传入冰箱内，且该冰箱的制冷系数是同温区间卡诺致冷机制冷系数的 \(55\%\)，求外界每天需对冰箱做多少功。
热力学第一定律	 selfcheck	6065	为什么只有当宏观变化时间远大于弛豫时间时，准静态近似才可靠？为什么 \(\delta Q=dU+p\,\dd V\) 里只有 \(U\) 是状态量？为什么绝热线比等温线更陡？为什么绝热自由膨胀不能套绝热方程？为什么逆循环必须改用输入功大小来定义致冷系数？	
热力学第二定律	 example	6289	等压升温的熵变	1 mol 单原子理想气体在恒压下从 \(300K\) 加热到 \(400K\)。求该气体的熵变。
热力学第二定律	 example	6327	绝热自由膨胀的熵变	理想气体向真空中绝热自由膨胀，判断其熵变的符号。
热力学第二定律	 example	6422	熵变计算综合：有限温差传热 + 混合	两杯水，质量均为 \(m=1kg\)，比热容 \(c=4200J/(kg.K)\)。一杯初温 \(T_1=360K\)，另一杯 \(T_2=300K\)。在绝热容器中混合达到热平衡后，求系统总熵变。
热力学第二定律	 selfcheck	6445	可逆过程和不可逆过程的熵变有什么区别？热传导为什么会让总熵增加？	
大学物理一总复习	 exercise	6621	光学复习的第一步	面对一道波动光学题时，第一步最应该先判断什么？
大学物理一总复习	 selfcheck	6749	遇到综合题时，你会先怎样重述题意、选模型并写出第一条方程？如果题目同时涉及运动、波和热，哪一个控制量会决定主线？	
真空中的静电场	 example	6833	(untitled)	两点电荷 \(q_1=2 C\)、\(q_2=-3 C\)，相距 \(0.20m\)。求它们相互作用力的大小。
真空中的静电场	 example	7058	三点电荷合力的矢量叠加	设 \(q_2=5.0\, C\) 位于坐标原点，\(q_3=6.5\, C\) 位于 \((0,0.30\,m)\)，\(q_1=-8.6\, C\) 位于 \((0.52\,m,0)\)。已知 \(q_1\) 与 \(q_3\) 的距离为 \(0.60\,m\)。求作用在 \(q_3\) 上的合力大小与方向。
真空中的静电场	 example	7112	氢原子中库仑力与万有引力的量级比较	在氢原子中，电子与质子的平均距离约为 \(r=5.3 10^-11\,m\)。估算它们之间的库仑引力和万有引力，并比较二者大小。
真空中的静电场	 example	7138	电偶极子中垂线上的场强	等量异号点电荷 \(-q\) 与 \(+q\) 相距 \(l\)，构成电偶极子。求其中点中垂线上、离中点距离为 \(r\) 处的电场强度。
真空中的静电场	 example	7164	均匀带电细棒中垂线上的场强	一根长为 \(2l\)、总电荷为 \(q\) 的均匀带电细棒，求其中点中垂线上、离棒距离为 \(r\) 的点 \(P\) 处的场强大小。
真空中的静电场	 example	7198	有限长均匀带电直线在旁侧一点的场强	一段长度为 \(L\)、线电荷密度为 \(\) 的均匀带电直线，在其旁侧一点 \(P\) 处到直线的垂直距离为 \(a\)。若从 \(P\) 向两端看去，与垂线分别成角 \(_1,_2\)，求 \(P\) 点场强。
真空中的静电场	 example	7230	均匀带电圆环轴线上的场强	半径为 \(R\)、总电荷为 \(q\) 的均匀带电圆环，求其轴线上距圆心 \(x\) 处的电场强度。
真空中的静电场	 example	7260	均匀带电圆盘轴线上的场强	半径为 \(R\)、面电荷密度为 \(\) 的均匀带电薄圆盘，求其轴线上距盘心 \(x\) 处的电场强度。
真空中的静电场	 example	7291	匀强电场中三棱柱的电通量	一个封闭三棱柱体放在匀强电场 \(E=200\,i\,N/C\) 中。求通过整个三棱柱闭合面的电通量。
真空中的静电场	 example	7307	均匀带电球壳的场强分布	半径为 \(R\)、总电荷为 \(Q\) 的均匀带电薄球壳，求壳内外任意点的场强。
真空中的静电场	 example	7341	均匀带电实心球的场强分布	半径为 \(R\)、总电荷为 \(q\) 的均匀带电实心球，求球内外场强分布。
真空中的静电场	 example	7382	无限长均匀带电直线的场强	无限长均匀带电直线的线电荷密度为 \(\)。求距该直线 \(r\) 处的电场强度。
真空中的静电场	 example	7408	无限大均匀带电平面的场强	无限大均匀带电平面的面电荷密度为 \(\)。求其两侧电场强度。
真空中的静电场	 example	7434	均匀带电圆环轴线上的电势	半径为 \(R\)、总电荷为 \(q\) 的均匀带电圆环，求其轴线上距圆心 \(x\) 处的电势。
真空中的静电场	 example	7458	均匀带电圆盘轴线上的电势	半径为 \(R\)、面电荷密度为 \(\) 的均匀带电圆盘，求其轴线上距盘心 \(x\) 处的电势，取无穷远处电势为零。
真空中的静电场	 example	7487	均匀带电球壳的电势与电势差	真空中有一半径为 \(R\)、总电荷为 \(Q\) 的均匀带电球壳。求：
真空中的静电场	 example	7525	用叠加法重算带电球壳球心电势	电量为 \(Q\)、半径为 \(R\) 的均匀带电球壳，其球心电势是多少？要求直接用电势叠加法求解。
真空中的静电场	 example	7543	由电势反推圆环轴线上的场强	已知均匀带电圆环轴线上电势为 \[ V(x)=14_0qR^2+x^2, \] 求轴线上场强。
真空中的静电场	 selfcheck	7612	为什么高斯定理总成立，但并不总是适合直接求电场？为什么电势更像“高度函数”，而电场更像“斜率”？为什么通量为零不代表曲面上处处没有电场？	
静电场中的物质与电容	 example	7928	相连金属球的表面电荷密度比	两个相距足够远的金属球半径分别为 \(R_1\) 与 \(R_2\)，周围没有其他带电体。现用细导线把它们相连，达到静电平衡后，求两球表面电荷面密度之比 \(_1/_2\)。
静电场中的物质与电容	 example	7971	平行板间插入电介质后 \(E,P,\sigma',D\) 的连锁关系	把一块相对介电常数为 \(_r=3\) 的均匀电介质放入板距 \(d=1.0mm\) 的平行带电平板之间。放入之前两板间电势差为 \(U=1000V\)。求介质内的场强 \(E\)、极化强度 \(P\)、极化电荷面密度 \('\) 以及电位移 \(D\)。
静电场中的物质与电容	 example	8019	插入金属板后电容与做功怎样变化	空气平行板电容器极板面积为 \(S\)、板距为 \(d\)。现从中间插入一块不接触极板、厚度为 \(t\) 的金属板。求：
静电场中的物质与电容	 example	8068	同心金属球与金属球壳的电荷分布和电势	半径为 \(R_1\) 的金属球与内、外半径分别为 \(R_2,R_3\) 的同心金属球壳组成一套同心导体系统。内球和球壳各自带电 \(+q\)。求：
静电场中的物质与电容	 example	8101	接地导体球附近点电荷诱导出的总电荷	半径为 \(R\) 的导体球接地。球外有一点电荷 \(+q\)，其到球心距离为 \(r\)（\(r>R\)）。求导体球上的感应电荷总量。
静电场中的物质与电容	 example	8131	不接地中性导体球附近点电荷的感应电势	半径为 \(R\) 的中性导体球，球外有一点电荷 \(+q\)，它到球心距离为 \(r\)。设球内一点 \(P\) 在连心线上，距球心为 \(l\)。求：
静电场中的物质与电容	 example	8164	两块已知总电荷的大平板各表面电荷密度	两块面积均为 \(S\) 的平行导体平板，相距远小于平板线度。它们的总电荷分别为 \(q_1,q_2\)。求四个表面的电荷面密度 \(_1,_2,_3,_4\)。
静电场中的物质与电容	 example	8192	均匀极化介质球的束缚电荷分布	已知一均匀极化介质球内部极化强度为常矢量 \(P\)。求球面上的束缚电荷分布。
静电场中的物质与电容	 example	8208	浸在均匀电介质中的带电金属球	半径为 \(R\) 的金属球带电 \(q\)，浸在相对介电常数为 \(_r\) 的均匀无限大电介质中。求：
静电场中的物质与电容	 example	8256	同轴导体间充满电介质时的 \(E,D,P,\sigma'\)	半径为 \(R_1\) 的长直圆柱导体与半径为 \(R_2\) 的同轴薄导体圆筒之间充满相对介电常数为 \(_r\) 的均匀电介质。设内外导体单位长度上的自由电荷分别为 \(+\) 与 \(-\)。求：
静电场中的物质与电容	 example	8300	球形孤立导体的电容	半径为 \(R\) 的孤立导体球，求其电容。
静电场中的物质与电容	 example	8320	两根平行长直导线的单位长度电容	两根半径同为 \(R\)、中心距为 \(d\)（且 \(d R\)）的平行长直导线，单位长度上分别带 \(+\) 和 \(-\) 电荷。求该结构的单位长度电容。
静电场中的物质与电容	 example	8345	沿场方向分层的平行板电容器	一平行板电容器两板间填有两层厚度分别为 \(d_1,d_2\) 的介质，相对介电常数分别为 \(_r1,_r2\)，极板面积为 \(S\)。求电容。
静电场中的物质与电容	 example	8373	并排充入两种介质的平行板电容器	一平行板电容器中并排充入两种介质，每种介质各占一半面积，板距均为 \(d\)，相对介电常数分别为 \(_r1,_r2\)，总面积为 \(S\)。求电容。
静电场中的物质与电容	 example	8394	均匀带电实心球的静电场能	真空中一半径为 \(R\)、总电荷为 \(Q\) 的均匀带电实心球，求其静电场能。
静电场中的物质与电容	 example	8424	球形电容器的场能	球形电容器内、外半径分别为 \(R_1,R_2\)，两极板带 \( Q\) 电荷，间隙中充满介电常数为 \(\) 的均匀介质。求其储存的电场能量。
静电场中的物质与电容	 example	8454	电容器接着电源时拉大板距的外力做功	一空气平行板电容器电容为 \(C\)，与电压为 \(U\) 的电源保持连接。若把极板间距增大到原来的 \(n\) 倍，求外力所做的功。
静电场中的物质与电容	 selfcheck	8521	为什么导体表面电场只能沿法向？为什么电介质会削弱原外场？为什么同一个平行板电容器接着电源和断开电源时，插入电介质后的结论不一样？为什么说电容器储存的其实是场能而不是“电荷本身的堆积”？	
稳恒电流与静磁场基础	 example	8747	径向导电圆筒的总电流	一金属圆筒内、外半径分别为 \(R_1\) 与 \(R_2\)，长度为 \(l\)，电阻率为 \(\)。若筒内缘电势高于筒外缘，二者电势差为 \(U\)，求圆筒中沿半径方向的稳恒电流 \(I\)。
稳恒电流与静磁场基础	 example	8779	无限长均匀载流圆柱体的磁场分布	半径为 \(R\) 的无限长圆柱导体中均匀通有总电流 \(I\)。求距轴线 \(r\) 处的磁感应强度 \(B(r)\)。
稳恒电流与静磁场基础	 example	8822	电流元在不同方位点产生的磁场方向与大小	把一个电流元 \(I\,dl\) 看成位于圆心，考察同一圆周上不同方位点的磁场微元 \(dB\)。哪些点 \(dB=0\)？哪些点最大？
稳恒电流与静磁场基础	 example	8852	有限长直导线的磁场	一段有限长直导线中通电流 \(I\)。设场点 \(P\) 到导线的垂直距离为 \(d\)，导线两端相对垂线张角分别为 \(_1,_2\)。求 \(P\) 点磁感应强度。
稳恒电流与静磁场基础	 example	8878	圆形电流环轴线上的磁场	半径为 \(R\)、电流为 \(I\) 的圆形电流环，求其轴线上距圆心 \(x\) 处的磁感应强度。
稳恒电流与静磁场基础	 example	8908	有限长螺线管轴线上的磁场	一长为 \(l\)、半径为 \(R\)、总匝数为 \(N\) 的密绕螺线管通电流 \(I\)。求其轴线上任一点磁感应强度。
稳恒电流与静磁场基础	 example	8930	旋转带电圆盘中心的磁场	半径为 \(R\)、面电荷密度为 \(\) 的带电薄圆盘，以角速度 \(\) 绕盘轴匀速转动。求圆盘中心的磁感应强度。
稳恒电流与静磁场基础	 example	8962	长直导线穿过矩形面积的磁通量	一根无限长直导线中通有电流 \(I\)。在其旁边放置一长为 \(l\) 的矩形面，矩形的近边和远边距导线分别为 \(d_1,d_2\)。求通过该矩形面的磁通量。
稳恒电流与静磁场基础	 example	8993	无限长载流圆柱面的磁场	半径为 \(R\) 的无限长薄圆柱面上均匀分布总电流 \(I\)。求内外磁场分布。
稳恒电流与静磁场基础	 example	9025	长直密绕螺线管的磁场	单位长度匝数为 \(n\) 的长直密绕螺线管通有电流 \(I\)。求其内外磁场。
稳恒电流与静磁场基础	 example	9043	环形螺线管中的磁场	环形螺线管共有 \(N\) 匝，通电流 \(I\)。求距环心轴距离为 \(r\) 处的磁感应强度。
稳恒电流与静磁场基础	 example	9061	无限大均匀平面电流的磁场	无限大平面上均匀分布面电流，其面电流密度大小为 \(i\)。求平面两侧磁场。
稳恒电流与静磁场基础	 selfcheck	9103	为什么稳恒电流不等于电子静止？什么时候该优先用毕奥-萨伐尔定律，什么时候该优先用安培环路定理？为什么磁场高斯定理为零不意味着“没有磁场”？	
磁场力与载流导体/线圈	 example	9367	任意平面载流导线在匀强磁场中的总受力	在 \(xy\) 平面内，一段任意形状的平滑导线从 \(O(0,0)\) 延伸到 \(P(L,0)\)，导线中通有电流 \(I\)。空间存在垂直纸面向里的匀强磁场 \(B=-Bk\)。求整段导线所受总磁场力。
磁场力与载流导体/线圈	 example	9408	圆形线圈在匀强磁场中的力矩与做功	半径为 \(R\) 的单匝圆形线圈中通有电流 \(I\)。将它放入匀强磁场中，且初始时磁场方向与线圈平面平行。求：
磁场力与载流导体/线圈	 example	9449	长直载流导线在匀强磁场中的受力	一段长为 \(L\) 的直导线中通有电流 \(I\)，置于匀强磁场 \(B\) 中。若导线方向与磁场夹角为 \(\)，求导线所受安培力。
磁场力与载流导体/线圈	 example	9470	有限长直导线受无限长直导线的磁场力	一根无限长直导线中通有电流 \(I_1\)。与它共面地放置一根长为 \(L\) 的直导线，电流为 \(I_2\)。设该导线近端到长直导线的距离为 \(r\)，并与过近端的垂线夹角为 \(\)。求这根有限导线所受磁场力大小。
磁场力与载流导体/线圈	 example	9504	半圆形载流导线在匀强磁场中的受力	半径为 \(R\) 的半圆形导线位于纸面内，电流沿圆弧从左端流向右端，空间有垂直纸面向里的匀强磁场 \(B\)。求该半圆弧所受总安培力。
磁场力与载流导体/线圈	 example	9522	圆形线圈在指定坐标系中的磁力矩方向	一半径为 \(R\) 的可转动圆形线圈中通有电流 \(I\)，线圈法向沿 \(+z\) 方向，匀强磁场 \(B=Bi\)。求线圈所受磁力矩。
磁场力与载流导体/线圈	 example	9544	圆电流与共面长直导线间的安培力	一根无限长直导线与半径为 \(R\)、电流为 \(I\) 的圆电流共面放置，并沿圆的一条直径方向通过。长直导线电流为 \(I_0\)。求：
磁场力与载流导体/线圈	 selfcheck	9598	为什么匀强磁场能让粒子做圆周或螺旋运动，却不直接改动能？为什么回旋加速器里真正负责增加动能的是电场而不是磁场？为什么霍耳电压的符号能判断载流子类型？遇到电子在磁场中偏转的题，为什么一定要先画方向图？	
磁介质	 example	9730	\(H\) 与 \(B\) 的分段分工	一半径为 \(R_1\) 的无限长圆柱导线外包一层外半径为 \(R_2\)、相对磁导率为 \(_r\) 的均匀磁介质圆筒。导线中通有电流 \(I\)，且电流在导线截面上均匀分布。求各区域中的磁场强度 \(H(r)\) 与磁感应强度 \(B(r)\)。
磁介质	 example	9790	充满磁介质的长直螺线管	一长直密绕螺线管内充满相对磁导率为 \(_r\) 的均匀磁介质，单位长度匝数为 \(n\)，通有电流 \(I\)。求管内磁感应强度。
磁介质	 example	9814	两同轴反向电流圆筒间的磁场	有两个半径分别为 \(R_1,R_2\) 的无限长同轴圆筒形导体，之间充满相对磁导率为 \(_r\) 的均匀磁介质。两圆筒中通有大小相等、方向相反的电流 \(I\)。求各区域磁感应强度。
磁介质	 selfcheck	9891	为什么介质题里要把 \(\vb*{B}\)、\(\vb*{H}\)、\(\vb*{M}\) 分开？为什么铁磁质不能简单看成“\(\mu\) 很大的线性介质”？为什么介质中的安培环路定理更适合写成关于 \(\vb*{H}\) 的形式？	
电磁感应	 example	9982	(untitled)	设半径为 \(R\) 的长螺线管内部磁场 \(B(t)\) 近似均匀，管外磁场近似忽略。若取与轴同心、半径为 \(r\) 的圆形回路，则感生电场沿环向分布，并满足
电磁感应	 example	10053	滑动导杆的感应电动势	矩形闭合导体回路的一边 \(ab\) 长为 \(l\)，可在导轨上无摩擦滑动。整个回路处在垂直于回路平面、大小为 \(B\) 的匀强磁场中。若导杆 \(ab\) 以恒定速度 \(v\) 向右滑动，求回路中的感应电动势。
电磁感应	 example	10078	时变长直电流在线圈中激发的感应电动势	一根无限长直导线中通有电流 \[ i(t)=I_0 t. \] 导线旁有一个与之共面的矩形线圈，线圈靠近导线的一边距导线为 \(r\)，沿径向宽度为 \(l_1\)，沿导线方向长度为 \(l_2\)。求线圈中的感应电动势。
电磁感应	 example	10118	运动矩形线框在长直电流磁场中的感应电动势	一矩形导体线框与一根无限长直导线共面。线框沿垂直于长直导线的方向平移，靠近导线一边到导线的距离为 \(l\)，线框宽为 \(a\)、高为 \(b\)，平移速度为 \(v\)。长直导线中电流恒为 \(I\)。求线框中的感应电动势。
电磁感应	 example	10147	转动导体棒两端的动生电动势	一根长为 \(L\) 的导体棒在垂直于磁场 \(B\) 的平面内绕一端以角速度 \(\) 匀速转动。求棒两端之间的动生电动势大小。
