unit_id,file_id,heading_path,part,start_line,end_line,line_count,scene,voice_profile_id,voice_profile_revision,voice_profile_confidence,voice_profile_kind,voice_profile_source,voice_profile_binding_scene,voice_profile_sha256,voice_default_disclosure,mode,intensity,owner_chunk,chunk_binding_sha256,context_before_unit,context_after_unit,author_chars,protected_spans,status,hash_before,hash_after,diff_path,protected_hashes_ok,style_validation,notes
U-b6c587f2dc92,F00001,问题一的模型建立与求解 / 校准与锚点一致性检验,1,183,185,3,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-b6c587f2dc92,5c979b904b97d65c688efab97b5c6c28c71583a564935cc7a47bb329e1c0b7be,U-7214640f1f64,U-fb217707a491,289,16,PENDING,aa9295018c0a3ceb75fa7eabaabbc5ad867a407f3e315853e72e23575e910ce1,,,NOT_RUN,NOT_RUN,
U-fb217707a491,F00001,问题一的模型建立与求解 / 结果与机制解释,1,186,210,25,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-fb217707a491,09b6c54861915aea2df04fd37a6ef70018ac537e21a7a11a6acbd2b46a39a90f,U-b6c587f2dc92,U-d991425f019f,318,36,PENDING,306b022b33c10811f545f281978ca397e5de49d39e299eb89c664e1a794241ec,,,NOT_RUN,NOT_RUN,
U-d991425f019f,F00001,问题二的模型建立与求解,1,211,212,2,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-d991425f019f,5566ddb852872141fdfa69fc022cb6d93761414eb7e6a7b520e769aed5f7a3ea,U-fb217707a491,U-f1e62a593777,0,1,SKIPPED_PROTECTED,6553cddc35af650a90095cde44dbd808a011c3f07d63c753ea586bfac237d1c6,,,NOT_RUN,NOT_RUN,
U-f1e62a593777,F00001,问题二的模型建立与求解 / 模型建立,1,213,257,45,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-f1e62a593777,d1a928092c3cd68c5f82ec4463cdc5775d7ba902ce871b1851e70e55e77705e2,U-d991425f019f,U-b1bcaa2c520d,408,51,PENDING,3eea3d106cd7a75894e84a60b5230e1f5fa47a0f356d4df339990995b8eda438,,,NOT_RUN,NOT_RUN,
U-b1bcaa2c520d,F00001,问题二的模型建立与求解 / 情景结果与机制讨论,1,258,283,26,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-b1bcaa2c520d,8982f70e9f452d798c9d9b049ab8b630c9b82fcf268e49799968ceac08b63ece,U-f1e62a593777,U-7f480a2afc64,469,42,PENDING,71b951cf66e78a5a677ebfed36f4b0856b7a6e8d48f0b46116815e793358f008,,,NOT_RUN,NOT_RUN,
U-7f480a2afc64,F00001,问题三的模型建立与求解,1,284,285,2,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-7f480a2afc64,825a4cfa50680b2f09e16aa4fe680b82542365fdd2128eda1cee0aa1fee44afe,U-b1bcaa2c520d,U-6155380cb66f,0,1,SKIPPED_PROTECTED,94c68e1b7ca2e75940599c49fa54483d4c183f64786528468f0676704ac833c7,,,NOT_RUN,NOT_RUN,
U-6155380cb66f,F00001,问题三的模型建立与求解 / 模型建立,1,286,300,15,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-6155380cb66f,029de17540401f4e922f3f376b4e64e67393ba80413984b75d3df76f8678fa17,U-7f480a2afc64,U-89a64dc325a2,57,6,PENDING,8b4a646ba1633f70efb89194429008494d770a7a296f5ca7700ad97cbfa5485a,,,NOT_RUN,NOT_RUN,
U-89a64dc325a2,F00001,问题三的模型建立与求解 / 求解与结果,1,301,329,29,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-89a64dc325a2,00cc3ae3569118efae46ffa3469c86c7366411f26a2449e3c9255028500e6d38,U-6155380cb66f,U-b5465182c7aa,386,59,PENDING,8f222e98d99e095d6e25b79fe61bcc1564d339404666b3f9ec052e83b883beb3,,,NOT_RUN,NOT_RUN,
U-b5465182c7aa,F00001,问题四的模型建立与求解,1,330,331,2,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-b5465182c7aa,70f5991b93a4e0063f52f64323d9687b2c231600c58be81802c102442f17a87f,U-89a64dc325a2,U-db7b49c17be6,0,1,SKIPPED_PROTECTED,a73a69564531a3633c4f2a117e1899172535a4abcb3409434f15bae9d6d1eac3,,,NOT_RUN,NOT_RUN,
U-db7b49c17be6,F00001,问题四的模型建立与求解 / 模型建立,1,332,333,2,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-db7b49c17be6,a0ceeeda6a4921722cf7b4ca9e2d3f8f6ce4ecba3355581df36254e2753a1137,U-b5465182c7aa,U-95084a03a998,148,7,PENDING,2667bd9044ddcbf6ed871cae12bfa99929447de2efbfa7de163487a365a64c11,,,NOT_RUN,NOT_RUN,
U-95084a03a998,F00001,问题四的模型建立与求解 / 求解与结果,1,334,356,23,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-95084a03a998,4d65dbc8a0558bc6fe3f894aa3bd393de9aea6b3f2cf7a0a6c285bcb5943702f,U-db7b49c17be6,U-12d30ebf3e5c,424,55,PENDING,72360a8d7fcc7f34eaf3039e43539315855de7547e0482cd349bf9ef821ad660,,,NOT_RUN,NOT_RUN,
U-12d30ebf3e5c,F00001,问题五的模型建立与求解,1,357,358,2,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-12d30ebf3e5c,f1f5d5333443c8ef7bf33d671b4dbd09aa72ae32f7b393000cdfb0f9a96e9a18,U-95084a03a998,U-f6353b464560,0,1,SKIPPED_PROTECTED,e4af519f6ab0bdee575447415597d7f1c6fde93b6dbefc3c0ab07b869819b59d,,,NOT_RUN,NOT_RUN,
U-f6353b464560,F00001,问题五的模型建立与求解 / 模型建立,1,359,363,5,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-f6353b464560,ce619063e79aa006962aea0094b82344545ceb36c7a2df937f81d2f5fdfd6332,U-12d30ebf3e5c,U-11dff3242168,335,6,PENDING,3a4541e4eba0ad7ebdb4a8cb0beb728761a13868cf27660d306c00cb3e948fe2,,,NOT_RUN,NOT_RUN,
U-11dff3242168,F00001,问题五的模型建立与求解 / 求解与结果,1,364,404,41,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-11dff3242168,f538079551694dcae7f6f60cd570d70a40b198a1b5e4972dc55814ee62058c92,U-f6353b464560,U-ba3cabd45d13,447,88,PENDING,1aceb0c9d0f4229675283a31632467a2300efd7aa93430ddaf11624177033148,,,NOT_RUN,NOT_RUN,
U-ba3cabd45d13,F00001,模型的优缺点分析和优化,1,405,406,2,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-ba3cabd45d13,2711474df679bf7b609513e3cf44d307a2d32e4e132645e331b1406ce90a00d4,U-11dff3242168,U-d7149da6462b,0,1,SKIPPED_PROTECTED,3b124753ebd553ea3ff49331f42e05fd5cb9865a3a77d0b92338ead2c72c956f,,,NOT_RUN,NOT_RUN,
U-d7149da6462b,F00001,模型的优缺点分析和优化 / 问题一模型的分析与改进,1,407,410,4,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-d7149da6462b,410490a5fa76f02e0a34325c0c5fcf5249a81a837dc8ae91fbeac5829095fe53,U-ba3cabd45d13,U-ae69c441cf02,472,22,PENDING,07599aab66ea8454dceba315bc6eaee9dda347efdc5bb12e4ea8e59d118a923b,,,NOT_RUN,NOT_RUN,
U-ae69c441cf02,F00001,模型的优缺点分析和优化 / 问题二模型的分析与改进,1,411,415,5,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-ae69c441cf02,4533932e5360bb44d51a0fb3876859b1fd7b3ff787c1f01db7b0594e6db7328d,U-d7149da6462b,U-e681006b4335,437,7,PENDING,ebecdc8efd0e3a037b6ad7afc3a9dc970061727a57e4c8fa619c57876f4a5613,,,NOT_RUN,NOT_RUN,
U-e681006b4335,F00001,模型的优缺点分析和优化 / 问题三模型的分析与改进,1,416,420,5,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-e681006b4335,f58be8cb7229e6001984de2a01cc8b8ac771067d1f3f19844e0d60a978bb09b3,U-ae69c441cf02,U-29bed5d4287a,415,9,PENDING,24391458f9c7aac3947d947e83b5091e2841a55e191c7ebc4dcdbdbab8e72192,,,NOT_RUN,NOT_RUN,
U-29bed5d4287a,F00001,模型的优缺点分析和优化 / 问题四模型的分析与改进,1,421,425,5,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-29bed5d4287a,86e6b733d72b4a6c9ccc7fb3acc7ae7bb78c4c910b3167bd967d6e9d6aaa243e,U-e681006b4335,U-3bd50e5e57d9,426,14,PENDING,d61b4dddf0b6f36a600299090371eb7ce7f3119c064e7e113ce503cfd7b72c8d,,,NOT_RUN,NOT_RUN,
U-3bd50e5e57d9,F00001,模型的优缺点分析和优化 / 问题五模型的分析与改进,1,426,430,5,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-3bd50e5e57d9,6f8b6170ea93ce2f54bdd536f7c4429a424418839e86876eb7ed96a9889ecda9,U-29bed5d4287a,U-3c07adb6d7bd,553,19,PENDING,fe53ad74914b5e700f550b2efa9c5ce0c868349965394437cea995ec56ad9b9b,,,NOT_RUN,NOT_RUN,
U-3c07adb6d7bd,F00001,参考文献,1,431,438,8,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-3c07adb6d7bd,3e88439b8448aac867ea18b77fc6171558367cb8716929032e2eb7202d82be54,U-3bd50e5e57d9,U-04e3b5c61b5f,2,8,PENDING,91e1ea0c368ec6a5457c5bbbb219ca43dd070a0e674b244bf9c6c26bbe2f10c2,,,NOT_RUN,NOT_RUN,
U-04e3b5c61b5f,F00001,问题一完整默认参数附表,1,439,475,37,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-04e3b5c61b5f,8c07977aea388f3c621ad4b9eb3c43f7134c87717a88412e51643444457c1955,U-3c07adb6d7bd,U-00f3e84fef05,348,92,PENDING,be33010b823ba26b6467a242abcfc10dec459b43828b965d037f95c5cd426bd9,,,NOT_RUN,NOT_RUN,
U-00f3e84fef05,F00001,主要源代码,1,476,479,4,RESEARCH,scene-default-research,1,DEFAULT,DEFAULT,SCENE_DEFAULT,RESEARCH,27bc2f98075de1183522db6025dd20899d4fd0a2ab2383887b987a691c08fe78,True,REWRITE,BALANCED,U-00f3e84fef05,5d47807d8633ccf4b99ae2c8b82e2a702e52f8438cad71fda09b0e8164d5d7b8,U-04e3b5c61b5f,,0,3,SKIPPED_PROTECTED,02ba8dbf3fad3ac96a5ebd63bbe2dc2a15e1fec624d48f04df765a36cd5cc696,,,NOT_RUN,NOT_RUN,
